tokens	ner_tags	langs	spans
['Boro' '(' '1' '300' 'habitants' ')']	[5 0 0 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Boro']
['Selon' 'Antiochos' 'de' 'Syracuse' '(' 'fgt' '.']	[0 1 2 2 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Antiochos de Syracuse']
['Aha' 'v.-3080' '/' '-v.3055']	[1 0 0 0]	['fr' 'fr' 'fr' 'fr']	['PER: Aha']
['Canal' 'de' 'la' 'Basse' 'Colme']	[3 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Canal de la Basse Colme']
"['Les' 'établissements' ""d'enseignement"" 'supérieurs' 'anglophones' 'les'
 'plus' 'proches' 'sont' 'à' 'Fredericton' 'ou' 'Miramichi' '.']"	[0 0 0 0 0 0 0 0 0 0 5 0 5 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Fredericton' 'LOC: Miramichi']
"[""'"" ""''"" 'Néfertiti' ""''"" ""'"" ""''"" ',' 'Pascal' 'Parisot']"	[0 0 1 0 0 0 0 1 2]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Néfertiti' 'PER: Pascal Parisot']
"['REDIRECTION' 'Procédure' ""d'adhésion"" 'de' 'la' 'Turquie' 'à' ""l'Union""
 'européenne']"	[0 3 4 4 4 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	"[""ORG: Procédure d'adhésion de la Turquie à l'Union européenne""]"
['Arrondissement' 'du' 'Palatinat-Sud-Ouest']	[5 6 6]	['fr' 'fr' 'fr']	['LOC: Arrondissement du Palatinat-Sud-Ouest']
"['La' 'finale' 'se' 'déroule' 'aux' 'Lillie' 'Bridge' 'Grounds' 'le'
 'contre' 'Oxford' 'University' 'Association' 'Football' 'Club' '.']"	[0 0 0 0 0 5 6 6 0 0 3 4 4 4 4 0]	"['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr'
 'fr' 'fr']"	"['LOC: Lillie Bridge Grounds'
 'ORG: Oxford University Association Football Club']"
['Stade' 'de' 'Gerland' ',' 'Lyon' ',' 'France']	[3 4 4 0 5 0 5]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Stade de Gerland' 'LOC: Lyon' 'LOC: France']
"[""'"" ""''"" 'Phil' 'Mahre' ""''"" ""'""]"	[0 0 1 2 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Phil Mahre']
"[""'"" ""''"" 'Yamaha' ""''"" ""'""]"	[0 0 3 0 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Yamaha']
"['JBL' 'incendie' 'la' 'voiture' 'dans' 'laquelle' 'se' 'trouve' 'John'
 'Cena' '.']"	[1 0 0 0 0 0 0 0 1 2 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: JBL' 'PER: John Cena']
"['Le' 'Président' 'peut' 'dissoudre' ""l'Assemblée"" 'et' 'renvoyer' 'le'
 'gouvernement' '.']"	[0 0 0 0 0 0 0 0 3 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: gouvernement']
['Liste' 'des' 'souverains' 'de' 'Bohême']	[1 2 2 2 2]	['fr' 'fr' 'fr' 'fr' 'fr']	['PER: Liste des souverains de Bohême']
['Éclipse' 'solaire' 'du' '2' 'août' '2027']	[3 4 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Éclipse solaire du 2 août 2027']
"[""'"" ""''"" 'Modenas' ""''"" ""'""]"	[0 0 3 0 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Modenas']
['JO' '1928' '(' '1' 'match' ')']	[3 4 0 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: JO 1928']
['David' 'Bowie' '(' 'album' ')']	[3 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: David Bowie ( album )']
"['REDIRECTION' 'Bataille' ""d'Arlon"" '(' '1793' ')']"	[0 3 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	"[""ORG: Bataille d'Arlon ( 1793 )""]"
['**' 'église' 'Santa' 'Maria' 'di' 'Castello']	[0 3 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: église Santa Maria di Castello']
"[""''Ejection"" ""''"" '(' 'Calvert' ')' '–' '4:29']"	[0 0 0 1 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Calvert']
['Stade' 'Robert-Diochon' '(' 'Le' 'Petit-Quevilly' ')']	[3 4 0 5 6 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Stade Robert-Diochon' 'LOC: Le Petit-Quevilly']
"[""'"" ""''"" 'Championnat' 'de' 'Tunisie' 'de' 'football' '(' '3' ')' ""'""
 ""''""]"	[0 0 3 4 4 4 4 0 0 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Championnat de Tunisie de football']
['Sénat' '(' 'Belgique' ')']	[3 4 4 4]	['fr' 'fr' 'fr' 'fr']	['ORG: Sénat ( Belgique )']
"[""'"" ""''"" 'Honda' ""''"" ""'""]"	[0 0 3 0 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Honda']
['La' 'même' 'année' ',' 'la' 'Bretagne' 'compte' 'environ' '.']	[0 0 0 0 0 5 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Bretagne']
['Ramondie' 'des' 'Pyrénées']	[3 4 4]	['fr' 'fr' 'fr']	['ORG: Ramondie des Pyrénées']
['Academy' 'of' 'Country' 'Music']	[3 4 4 4]	['fr' 'fr' 'fr' 'fr']	['ORG: Academy of Country Music']
['**' 'Jake' 'Gyllenhaal' 'face' 'à' 'la' 'nature']	[0 1 2 0 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Jake Gyllenhaal']
['Jimmy' 'Connors' '(' '2' ')']	[1 2 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['PER: Jimmy Connors']
['Daniel' 'Ricciardo' 'chez' 'Scuderia' 'Toro' 'Rosso' '.']	[1 2 0 3 4 4 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Daniel Ricciardo' 'ORG: Scuderia Toro Rosso']
"['She' 'Wolf' '(' 'Falling' 'to' 'Pieces' ')' ""''"" '-' 'David' 'Guetta'
 'feat' '.']"	[3 4 4 4 4 4 4 0 0 1 2 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: She Wolf ( Falling to Pieces )' 'PER: David Guetta']
['Solitaire' '(' 'papillon' 'de' 'jour' ')']	[5 6 6 6 6 6]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Solitaire ( papillon de jour )']
['REDIRECTION' 'Enköping' '(' 'commune' ')']	[0 5 6 6 6]	['fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Enköping ( commune )']
"[""'"" ""''"" 'Vera' 'Dushevina' 'Dinara' 'Safina']"	[0 0 1 2 1 2]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Vera Dushevina' 'PER: Dinara Safina']
['Álex' 'de' 'la' 'Iglesia']	[1 2 2 2]	['fr' 'fr' 'fr' 'fr']	['PER: Álex de la Iglesia']
"[""L'histoire"" 'se' 'déroule' 'à' 'Nashville' '.']"	[0 0 0 0 5 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Nashville']
"['Ta' ""'"" 'Qali' 'Stadium' ',' 'Ta' ""'"" 'Qali']"	[3 4 4 4 0 5 6 6]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	"[""ORG: Ta ' Qali Stadium"" ""LOC: Ta ' Qali""]"
"[""''"" ',' 'Robert' 'Laffont' ',' 'Coll' '.']"	[0 0 3 4 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Robert Laffont']
['REDIRECTION' 'R5' '(' 'groupe' ')']	[0 3 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: R5 ( groupe )']
"[""'"" ""''"" 'Llanelli' 'RFC' ""''"" ""'""]"	[0 0 3 4 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Llanelli RFC']
['William' 'Friedkin' '(' 'président' ')']	[1 2 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['PER: William Friedkin']
"[""'"" ""''"" 'Conspiracy' 'of' 'One' ""''"" ""'"" ""''""]"	[0 0 3 4 4 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Conspiracy of One']
['border]]' 'Provinces-Unies' 'du' 'Río' 'de' 'la' 'Plata']	[0 3 4 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Provinces-Unies du Río de la Plata']
['Grêmio' 'Foot-Ball' 'Porto' 'Alegrense']	[3 4 4 4]	['fr' 'fr' 'fr' 'fr']	['ORG: Grêmio Foot-Ball Porto Alegrense']
['Jean-François' 'de' 'La' 'Pérouse']	[1 2 2 2]	['fr' 'fr' 'fr' 'fr']	['PER: Jean-François de La Pérouse']
['Centre' 'national' 'des' 'indépendants' 'et' 'paysans']	[3 4 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Centre national des indépendants et paysans']
['Le' ',' 'il' 'est' 'élu' 'au' 'Conseil' 'fédéral' '.']	[0 0 0 0 0 0 3 4 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Conseil fédéral']
['*conseillère' 'communale' 'Ath' '(' '1971-1997' ')']	[0 0 5 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Ath']
['Voltigeurs' 'de' 'Drummondville' '(' 'LHJMQ' ')']	[3 4 4 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Voltigeurs de Drummondville']
"['Elle' ""s'incline"" 'en' 'finale' 'contre' 'Maria' 'Sharapova' '.']"	[0 0 0 0 0 1 2 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Maria Sharapova']
['Il' 'évolue' 'durant' 'sa' 'carrière' 'au' 'poste' 'ailier' '.']	[0 0 0 0 0 0 0 1 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: ailier']
['REDIRECTION' 'Chien' 'courant' 'suisse']	[0 3 4 4]	['fr' 'fr' 'fr' 'fr']	['ORG: Chien courant suisse']
['Little' 'Louie' 'Vega']	[1 2 2]	['fr' 'fr' 'fr']	['PER: Little Louie Vega']
"['Cette' 'même' 'carte' 'figure' 'dans' ""L'Officier"" 'et' 'la' 'Jeune'
 'Fille' 'riant' ""''"" '(' 'New' 'York' ',' 'The' 'Frick' 'Collection' ')'
 ',' 'où' 'elle' 'est' 'représentée' 'quasiment' 'en' 'entier' ',' 'mais'
 'polychromée' ',' 'et' 'd’un' 'format' 'sensiblement' 'inférieur' '.']"	"[0 0 0 0 0 3 4 4 4 4 4 0 0 5 6 0 3 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]"	"['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr'
 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr'
 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']"	"[""ORG: L'Officier et la Jeune Fille riant"" 'LOC: New York'
 'ORG: The Frick Collection']"
['REDIRECTION' 'Union' 'de' 'Philadelphie']	[0 3 4 4]	['fr' 'fr' 'fr' 'fr']	['ORG: Union de Philadelphie']
['Mike' 'Jones' ')' '(' 'produit' 'avec' 'Missy' 'Elliott' ')']	[1 2 0 0 0 0 1 2 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Mike Jones' 'PER: Missy Elliott']
"['Liste' 'des' 'communes' 'des' ""Côtes-d'Armor""]"	[5 6 6 6 6]	['fr' 'fr' 'fr' 'fr' 'fr']	"[""LOC: Liste des communes des Côtes-d'Armor""]"
['1995-1998' 'Rapperswil-Jona' 'Lakers' '(' 'LNA' ')']	[0 3 4 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Rapperswil-Jona Lakers']
['Mais' 'devant' 'son' 'éternel' 'rival' 'Arthur' 'Ashe' '.']	[0 0 0 0 0 1 2 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Arthur Ashe']
"['Deuxième' 'circonscription' 'de' ""l'Aisne""]"	[5 6 6 6]	['fr' 'fr' 'fr' 'fr']	"[""LOC: Deuxième circonscription de l'Aisne""]"
['Oleksandr' 'Kucher' '(' 'd' ')']	[1 2 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['PER: Oleksandr Kucher']
"[""'"" ""''"" 'Stade' 'Józef' 'Piłsudski' ""''"" ""'""]"	[0 0 3 4 4 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Stade Józef Piłsudski']
"[""''Tri-Angle"" ""''"" '(' 'featuring' 'TVXQ' '&' 'TRAX' ')']"	[0 0 0 0 3 0 3 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: TVXQ' 'ORG: TRAX']
['Waka' 'Waka' '(' 'This' 'Time' 'for' 'Africa' ')']	[3 3 4 4 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Waka' 'ORG: Waka ( This Time for Africa )']
['Bretislav' 'Ier' 'de' 'Bohême']	[1 2 2 2]	['fr' 'fr' 'fr' 'fr']	['PER: Bretislav Ier de Bohême']
"['Bene' 'Vagienna' ',' 'Dogliani' ',' 'Farigliano' ',' 'Monchiero' ','
 'Narzole' ',' 'Novello' ',' 'Piozzo']"	[5 6 0 5 0 5 0 5 0 5 0 5 0 5]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	"['LOC: Bene Vagienna' 'LOC: Dogliani' 'LOC: Farigliano' 'LOC: Monchiero'
 'LOC: Narzole' 'LOC: Novello' 'LOC: Piozzo']"
['Charles' 'de' 'Gaulle' '(' 'Place' ')']	[1 2 2 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Charles de Gaulle']
"[""'"" ""''"" 'Nigel' 'Mansell' ""''"" ""'""]"	[0 0 1 2 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Nigel Mansell']
['|' 'Parti' 'des' 'socialistes' 'de' 'Catalogne']	[0 3 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Parti des socialistes de Catalogne']
"[""'"" ""''"" 'Finale' ""''"" ""'"" 'Rosie' 'Casals']"	[0 0 0 0 0 1 2]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Rosie Casals']
"[""'"" ""''"" 'Championnat' 'de' 'Bolivie' ""''"" ""'"" '(' ""'"" ""''"" '5' ""''"" ""'""
 ')']"	[0 0 3 4 4 0 0 0 0 0 0 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Championnat de Bolivie']
['REDIRECTION' 'Gordon' 'Joseph' 'Gray']	[0 1 2 2]	['fr' 'fr' 'fr' 'fr']	['PER: Gordon Joseph Gray']
['===' 'Sigfrid' 'Karg-Elert' '(' '1877-1930' ')' '===']	[0 1 2 0 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Sigfrid Karg-Elert']
"['À' 'la' 'poursuite' 'du' 'bonheur' '-' 'Live' 'à' 'Bercy' ""''""]"	[3 4 4 4 4 4 4 4 4 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: À la poursuite du bonheur - Live à Bercy']
"[""'"" ""''"" 'Honda' ""''"" ""'""]"	[0 0 3 0 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Honda']
['National' 'Museum' 'of' 'Australia']	[3 4 4 4]	['fr' 'fr' 'fr' 'fr']	['ORG: National Museum of Australia']
['Danemark' 'au' 'Concours' 'Eurovision' 'de' 'la' 'chanson']	[5 6 6 6 6 6 6]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Danemark au Concours Eurovision de la chanson']
"[""'"" ""''"" 'André' 'Greipel' ""''"" ""'"" '20px20px']"	[0 0 1 2 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: André Greipel']
"['**' 'Québec' 'sur' ""''Canal"" 'Vie' ""''"" '.']"	[0 5 0 0 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Québec']
['Michèle' 'Laroque' 'et' 'Isabelle' 'Nanty']	[1 2 0 1 2]	['fr' 'fr' 'fr' 'fr' 'fr']	['PER: Michèle Laroque' 'PER: Isabelle Nanty']
"['Bassia' 'scoparia' ""''"" 'syn' '.']"	[5 6 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Bassia scoparia']
['Ils' 'ont' 'été' 'organisés' 'à' 'Falkirk' 'en' 'Écosse' '.']	[0 0 0 0 0 5 0 5 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Falkirk' 'LOC: Écosse']
['Altan' 'Urag' '(' ',' 'Mongolie' ')' ';']	[3 4 0 0 5 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Altan Urag' 'LOC: Mongolie']
['Seigneur' 'de' 'Zuid-Polsbroek' ';']	[5 6 6 0]	['fr' 'fr' 'fr' 'fr']	['LOC: Seigneur de Zuid-Polsbroek']
['Musée' 'des' 'Augustins' 'de' 'Toulouse']	[3 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Musée des Augustins de Toulouse']
"['Champion' 'du' 'Pérou' 'en' '2005' ',' '2012' 'et' '2014' 'avec' 'le'
 'Sporting' 'Cristal' '.']"	[3 4 4 0 5 0 5 0 5 0 0 3 4 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	"['ORG: Champion du Pérou' 'LOC: 2005' 'LOC: 2012' 'LOC: 2014'
 'ORG: Sporting Cristal']"
['redirection' 'Championnat' 'de' 'Tunisie' 'de' 'football' '2006-2007']	[0 5 6 6 6 6 6]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Championnat de Tunisie de football 2006-2007']
"['***' 'Ryan' 'Seacrest' 'pour' 'American' 'Idol' ""''""]"	[0 1 2 0 3 4 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Ryan Seacrest' 'ORG: American Idol']
"['Ken' 'Annakin' ',' 'Andrew' 'Marton' ',' 'Darryl' 'F.' 'Zanuck' ','
 'Bernhard' 'Wicki']"	[1 2 0 1 2 0 1 2 2 0 1 2]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	"['PER: Ken Annakin' 'PER: Andrew Marton' 'PER: Darryl F. Zanuck'
 'PER: Bernhard Wicki']"
"['Si' 'les' 'membres' 'sont' 'apparus' 'séparément' 'dans' 'différentes'
 'séries' ',' 'Roy' 'Thomas' 'et' 'John' 'Buscema' 'ont' 'créé' 'le'
 'groupe' 'dans' 'Avengers' ""''"" 'vol.1' '69' '.']"	[0 0 0 0 0 0 0 0 0 0 1 2 0 1 2 0 0 0 0 0 1 0 0 0 0]	"['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr'
 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']"	['PER: Roy Thomas' 'PER: John Buscema' 'PER: Avengers']
['Palais' 'du' 'Gouverneur' 'de' 'Williamsburg']	[3 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Palais du Gouverneur de Williamsburg']
['Muracciole' ',' 'Noceta' ',' 'Rospigliani' ',' 'Vezzani' 'et' 'Ghisoni']	[5 0 5 0 5 0 5 0 5]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	"['LOC: Muracciole' 'LOC: Noceta' 'LOC: Rospigliani' 'LOC: Vezzani'
 'LOC: Ghisoni']"
['|' 'Parti' 'des' 'socialistes' 'de' 'Catalogne']	[0 3 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Parti des socialistes de Catalogne']
"['Le' 'projet' 'est' 'basé' 'sur' 'le' 'même' 'principe' 'que' 'le'
 'Projet' 'génome' 'humain' '.']"	[0 0 0 0 0 0 0 0 0 0 3 4 4 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Projet génome humain']
"['Fara' 'in' 'Sabina' ',' 'Montelibretti' ',' 'Montorio' 'Romano' ','
 'Poggio' 'Nativo' ',' 'Scandriglia' ',' 'Toffia']"	[5 6 6 0 5 0 5 6 0 5 6 0 5 0 5]	"['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr'
 'fr']"	"['LOC: Fara in Sabina' 'LOC: Montelibretti' 'LOC: Montorio Romano'
 'LOC: Poggio Nativo' 'LOC: Scandriglia' 'LOC: Toffia']"
"[""'"" ""''"" 'Philippe' 'Poutou' ""''"" ""'""]"	[0 0 1 2 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Philippe Poutou']
"['Fédération' 'Internationale' 'de' 'la' 'Médaille' ""d'Art""]"	[3 4 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	"[""ORG: Fédération Internationale de la Médaille d'Art""]"
"[""L'École"" 'du' 'micro' ""d'argent""]"	[3 4 4 4]	['fr' 'fr' 'fr' 'fr']	"[""ORG: L'École du micro d'argent""]"
['|' 'Parti' 'des' 'socialistes' 'de' 'Catalogne']	[0 3 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Parti des socialistes de Catalogne']
['Gold' 'Cup' '2009' '(' '1' 'match' ')']	[3 4 4 0 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Gold Cup 2009']
['multi-accueil' '«' 'El' 'cant' 'dels' 'ocells' '»']	[0 0 3 4 4 4 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: El cant dels ocells']
"['``' 'All' 'the' 'Lovers' ""''""]"	[0 3 4 4 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: All the Lovers']
['Collège' 'Regina' 'Assumpta']	[3 4 4]	['fr' 'fr' 'fr']	['ORG: Collège Regina Assumpta']
['Lucas' 'Mareque' '(' '2007-' ')']	[1 2 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['PER: Lucas Mareque']
['Martin' 'Nodell' '(' '1915-2006' ')']	[1 2 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['PER: Martin Nodell']
"['À' 'cette' 'date' ',' 'une' 'modification' 'des' 'limites'
 'administratives' 'le' 'transféra' 'dans' 'le' 'Clackmannanshire' '.']"	[0 0 0 0 0 0 0 0 0 0 0 0 0 5 0]	"['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr'
 'fr']"	['LOC: Clackmannanshire']
"['Médaillé' 'de' 'bronze' 'du' '1' '000' 'm' 'et' 'de' 'la' 'poursuite'
 'par' 'équipes' 'aux' 'Jeux' 'de' 'Turin' '2006' '.']"	[3 4 4 4 4 4 4 4 4 4 4 4 4 0 3 4 4 4 0]	"['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr'
 'fr' 'fr' 'fr' 'fr' 'fr']"	"['ORG: Médaillé de bronze du 1 000 m et de la poursuite par équipes'
 'ORG: Jeux de Turin 2006']"
"[""''Béliard"" 'Crigthon' 'N.V.' ""''"" 'Ostende']"	[0 0 0 0 5]	['fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Ostende']
['Il' 'est' 'même' 'prêt' 'à' 'se' 'rendre' 'à' 'Lisbonne' '.']	[0 0 0 0 0 0 0 0 5 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Lisbonne']
"['Aillant-sur-Tholon' ',' 'Champvallon' ',' 'Villiers-sur-Tholon' 'et'
 'Volgré']"	[5 0 5 0 5 0 5]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	"['LOC: Aillant-sur-Tholon' 'LOC: Champvallon' 'LOC: Villiers-sur-Tholon'
 'LOC: Volgré']"
['Rhys' 'Thomas' '(' 'rugby' 'à' 'XV' ',' '1982' ')']	[1 2 2 2 2 2 2 2 2]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Rhys Thomas ( rugby à XV , 1982 )']
['François' 'de' 'La' 'Rochefoucauld']	[1 2 2 2]	['fr' 'fr' 'fr' 'fr']	['PER: François de La Rochefoucauld']
['George' 'Henry' 'Corliss']	[3 4 4]	['fr' 'fr' 'fr']	['ORG: George Henry Corliss']
['au' 'Parlement' 'de' 'la' 'Communauté' 'germanophone' 'de' 'Belgique']	[0 3 4 4 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Parlement de la Communauté germanophone de Belgique']
['Human' 'Brain' 'Project' '(' 'Europe' ')']	[3 4 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Human Brain Project ( Europe )']
['Sa' 'carrière' 'commence' 'peu' 'après' 'grâce' 'à' 'Miles' 'Davis' '.']	[0 0 0 0 0 0 0 1 2 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Miles Davis']
